spid,rating,COMMEQTA,LLPLOANS,COSTTOINCOME,ROE,LIQASSTA,SIZE
304032,8,0.302671,0.030885,0.805998,-0.03189,0.112377,14.407729
285213,9,0.079206,0.006788,0.68847,0.238807,0.368494,19.157678
136106,9,0.116327,0.033374,0.690548,0.084026,0.183642,16.612576
206298,5,0.052801,0.014322,0.322679,-0.042696,0.546793,21.009826
220882,7,0.024235,0.057522,0.704726,0.068593,0.171678,18.149345
235653,10,0.08524,0.018736,0.84339,0.157302,0.070636,16.438458
178506,3,0.059308,0.006681,0.350842,0.136937,0.366828,17.233717
341736,9,0.112235,0.006621,0.68282,0.234214,0.205619,17.697395
150411,10,0.133542,0.017086,1.134896,-0.157152,0.112619,15.891496
116872,5,0.128564,0.005106,0.818362,0.042288,0.172225,16.430356
147428,1,0.050967,0.000663,0.354171,0.102919,0.368704,18.213476
392167,6,0.094316,0.071285,1.33735,0.404406,0.350504,18.157137
311570,8,0.194721,0.006047,0.56231,-0.079518,0.195014,16.975459
150104,4,0.106842,0.04119,0.698322,-0.035789,0.471809,19.045107
192494,7,0.022122,0.056659,0.82971,0.10844,0.170787,19.236828
346638,2,0.027007,0.007599,0.712383,0.188999,0.28272,17.913211
230821,3,0.068865,0.003798,0.741953,0.133581,0.243751,19.644815
105517,6,0.066735,0.031476,0.663959,-0.291531,0.698291,16.709018
128363,7,0.1393,0.03289,0.67034,0.0119,0.195989,18.574695
358061,9,0.022328,0.026996,0.43498,-0.013797,0.148138,18.04565
336941,2,0.091732,0.001343,0.714236,0.120847,0.168289,20.588662
196872,8,0.193988,0.024127,0.776677,-0.039504,0.200887,13.398139
261790,8,0.110401,0.005991,0.430428,0.176262,0.095766,12.545998
172680,2,0.047395,0.002102,0.488956,0.143425,0.215675,16.222968
353302,6,0.105079,0.053533,1.56973,-0.149542,0.482407,18.471247
260823,9,0.080177,0.0233,0.458456,0.08519,0.269975,15.902062
392627,7,0.045504,0.021706,0.378111,0.102349,0.187693,17.228645
254364,3,0.029016,0.006739,0.78337,0.092268,0.121628,16.76339
314835,10,0.122035,0.038667,1.055867,0.000758,0.191843,15.713334
175626,2,0.081398,-0.000619,0.610434,0.196635,0.36978,20.648923
182324,9,0.067607,0.036737,0.810458,0.110768,0.064086,19.192705
322192,7,0.096801,0.04555,0.4226,0.372891,0.20643,18.962562
229368,6,0.105676,0.03989,0.946925,0.079734,0.112336,19.60353
364978,3,0.110638,0.008973,0.844487,-0.02946,0.119919,17.958388
286470,5,0.078975,0.014761,1.026421,0.15443,0.057911,18.848795
146192,7,0.131234,0.057738,0.757935,-0.034359,0.324009,19.087771
115151,4,0.223611,0.051285,0.747192,0.093297,0.076106,19.85497
137085,2,0.087822,0.000841,0.473108,0.196042,0.278727,18.236974
326722,10,0.092147,0.022503,1.650593,-0.090607,0.058523,16.544639
277953,6,0.134473,0.020255,0.878916,-0.063662,0.757242,16.690097
321312,7,0.04195,0.02926,0.547817,0.163048,0.143925,18.380083
280869,5,0.125413,0.003915,0.944651,0.137107,0.648833,20.995619
347420,1,0.055421,0.002525,0.674633,0.059761,0.332341,18.210233
127908,4,0.029966,0.044091,0.772801,0.116379,0.175243,16.628534
127895,5,0.154086,0.011604,0.572299,0.086521,0.347593,18.553693
237886,2,0.028598,0.004417,0.653572,0.114054,0.30671,20.123858
263740,7,0.067403,0.009279,0.475874,0.063422,0.382263,16.786119
377949,8,0.300089,0.008065,0.426931,0.16527,0.042335,15.721511
232671,6,0.142947,0.048974,1.201476,0.164729,0.294115,20.751173
145704,3,0.138931,0.009837,0.064944,0.086467,0.411574,18.074914
263709,3,0.05423,0.009293,0.704495,-0.04458,0.276701,19.022993
130149,9,0.063743,0.002724,0.423956,0.076396,0.31014,15.700932
166354,2,0.06924,0.007354,0.525896,0.216221,0.267359,19.739846
201135,9,0.037882,0.031517,0.502108,0.000268,0.084326,17.048492
374989,5,0.098017,0.008764,0.944127,-0.039457,0.118342,19.93356
225247,4,0.208134,0.015942,0.573203,0.174531,0.403299,15.725216
341308,10,0.146858,0.042169,0.638267,0.000749,0.077714,15.768342
189186,5,0.164231,0.016827,0.584353,0.246897,0.53104,17.390839
145308,1,0.046268,0.001417,0.644846,0.071835,0.764787,18.402486
202959,6,0.092335,0.094138,1.462914,-0.072614,0.776417,21.387828
294367,5,0.137634,0.012665,0.318201,0.125659,0.166863,20.798889
269744,4,0.071614,0.058276,0.524441,0.079838,0.33105,16.477588
182713,6,0.143694,0.089871,0.688886,0.32626,0.084706,17.627118
349946,7,0.027657,0.046115,0.74349,0.044465,0.403593,17.5432
132945,5,0.154728,0.010284,0.67885,0.246606,0.131626,19.124177
315752,8,0.067735,0.001355,0.535214,-0.05828,0.151301,16.812584
383418,4,0.12507,0.035197,0.777363,0.20572,0.062104,16.942656
106262,10,0.161501,0.017778,1.089921,-0.173069,0.071763,16.992156
196830,7,0.085693,0.04408,0.576408,0.366272,0.325301,16.134658
312235,8,0.239866,0.009155,0.369157,-0.021639,0.072418,10.997448
332007,8,0.177477,0.007329,0.489043,0.147786,0.052908,13.921863
365102,6,0.073791,0.085289,1.388908,-0.053937,0.789081,19.08336
101170,9,0.034851,0.037228,0.676312,-0.015332,0.417549,18.241081
180013,2,0.049445,-0.001105,0.545766,0.088873,0.181419,15.811194
397583,3,0.072181,0.003766,0.587,-0.043021,0.322696,20.036647
211370,10,0.130053,0.009393,1.948806,-0.149671,0.181842,17.010127
162585,4,0.050259,0.049421,0.576521,0.186955,0.090581,19.602051
169739,8,0.270259,0.002501,0.803039,0.158454,0.20744,14.912673
112847,7,0.091095,0.053315,0.439371,0.120836,0.212097,18.211026
119722,8,0.081026,0.027775,0.715273,-0.022228,0.224871,13.437347
144484,4,0.084023,0.010319,0.474166,0.097537,0.192132,16.637752
396298,3,0.111792,0.011632,0.718079,0.142441,0.167433,17.917511
289990,5,0.100518,0.008148,0.543132,0.001975,0.07855,16.973902
197168,6,0.16205,0.062308,0.965589,0.220549,0.132627,20.35473
260883,7,0.038355,0.024156,0.564006,0.02146,0.402141,18.554451
147478,10,0.059337,0.011685,0.565063,0.024408,0.154842,16.85615
304931,9,0.06235,0.009879,0.397489,0.083149,0.037709,18.516965
167089,9,0.107349,0.001126,0.355969,0.111732,0.139119,16.142154
300899,7,0.027012,0.002813,0.376366,0.250595,0.162963,16.926843
211461,4,0.115244,0.037895,0.706114,0.002823,0.372493,21.014758
192066,7,0.021357,0.013285,0.546894,0.214781,0.422323,18.620942
386655,8,0.062446,0.023326,0.70612,0.057298,0.223172,11.2607
136934,2,0.071693,0.0062,0.553025,0.15103,0.115517,16.251099
104449,5,0.04806,0.001492,0.777414,0.187566,0.156551,17.853128
130289,1,0.043099,0.002441,0.320968,0.107925,0.737775,18.795358
316980,1,0.082982,0.002842,0.625562,0.064106,0.779098,18.107475
254571,6,0.056515,0.005634,1.198529,-0.087291,0.719475,17.557601
241138,8,0.235361,0.004793,0.644647,-0.038197,0.186615,11.486924
309195,8,0.231475,0.013963,0.608621,-0.029933,0.181668,17.350511
159834,9,0.118592,0.020476,0.356327,0.013737,0.069565,18.940156
340876,6,0.109702,0.079803,1.55319,-0.311774,0.665267,19.877411
160756,4,0.138765,0.069158,0.405494,0.170237,0.449078,17.399735
183648,4,0.201206,0.053159,0.624792,0.024658,0.308401,19.615744
331350,6,0.032893,0.091109,0.941048,-0.494975,0.689362,16.464687
202365,3,0.158969,0.001867,0.750656,0.215116,0.413052,20.597075
401445,4,0.141694,0.038895,0.582677,-0.034311,0.315355,18.846831
279534,5,0.097005,0.014677,0.385265,0.10087,0.605067,15.79134
232215,9,0.088774,0.039292,0.554037,0.159175,0.115029,15.5012
349061,2,0.018137,0.007164,0.602439,0.131041,0.086548,20.579301
192768,2,0.057453,0.000479,0.62954,0.064294,0.223476,16.501641
118238,4,0.136903,0.03278,0.503119,0.044036,0.40147,17.428362
127828,1,0.051927,0.002401,0.641083,0.094721,0.730227,18.019277
349582,6,0.056807,0.060831,0.701651,-0.054517,0.733516,20.3886
376974,2,0.043144,0.004813,0.697782,0.159114,0.04485,15.710546
401661,1,0.029817,0.001138,0.237621,0.05415,0.491171,19.180785
170259,9,0.09458,0.03573,0.489831,0.130861,0.429331,15.556105
266640,6,0.09917,0.052341,0.891477,0.402367,0.241501,15.497988
355574,9,0.071173,0.000328,0.60716,0.131871,0.290117,16.564725
303784,3,0.073343,0.006627,0.146863,0.07683,0.210254,18.659136
114815,3,0.131326,0.001917,0.49153,0.218676,0.383528,19.742455
260604,3,0.140174,0.010488,0.638064,0.093435,0.444701,17.193732
397276,6,0.107097,0.032325,0.371964,0.134092,0.747836,18.095468
259637,2,0.093131,0.007149,0.648674,0.111007,0.247917,18.901718
312481,3,0.062751,0.011252,0.326258,0.064326,0.064576,18.683532
119849,8,0.264248,0.006039,0.412832,-0.073817,0.060968,13.138673
180918,10,0.133383,0.037429,1.886872,-0.039009,0.098632,16.864788
198925,10,0.064281,0.029044,0.707536,0.010826,0.03821,16.027179
215144,3,0.1217,0.000796,0.123333,-0.01631,0.071953,17.929434
212636,2,0.074392,0.00188,0.618678,0.114108,0.169016,18.735669
168163,2,0.030021,-0.000547,0.526907,0.124315,0.221898,15.964791
356147,1,0.02516,0.002823,0.470945,0.109659,0.357983,18.598587
249391,4,0.214206,0.030701,0.424848,0.02315,0.442171,18.577282
175106,3,0.104563,0.000261,0.563613,0.103364,0.333518,19.214379
224306,1,0.077543,0.001423,0.504086,0.111517,0.274741,18.555224
178586,3,0.095178,0.007191,0.159785,-0.004956,0.080004,20.599071
387676,7,0.143384,0.016923,0.62914,0.266753,0.287487,19.076213
323321,1,0.074224,0.001915,0.72783,0.106755,0.455657,18.427825
280870,10,0.060865,0.028298,1.303819,0.154387,0.041179,16.858538
180778,9,0.119697,0.035552,0.621014,0.20739,0.037046,17.113116
105996,10,0.097903,0.029643,0.887925,0.033749,0.101023,16.27858
315293,9,0.019415,0.018114,0.913275,-0.051876,0.411965,17.349723
234484,8,0.141026,0.023979,0.607727,0.014976,0.041122,17.367659
250652,7,0.036974,0.027699,0.473774,-0.060689,0.101066,17.027721
398481,10,0.108393,0.028949,2.361439,0.022014,0.118661,16.447896
162058,7,0.093952,0.011296,0.554107,-0.056666,0.08459,17.79923
252055,2,0.040642,0.00025,0.693022,0.096362,0.299634,16.179047
264180,6,0.037413,0.080419,0.850575,-0.304203,0.220636,20.580841
395385,6,0.108882,0.04023,0.650156,0.151196,0.775658,17.504049
366645,7,0.061504,0.037917,0.71767,0.25531,0.320106,17.986742
303649,8,0.218853,0.023147,0.512062,0.069507,0.137114,18.005205
104657,4,0.17387,0.046641,0.673002,-0.008495,0.467988,17.365971
164372,8,0.144297,0.028772,0.613577,0.073454,0.054673,12.117455
347512,5,0.105477,0.0129,1.100527,0.183417,0.541788,19.082467
212675,10,0.156894,0.032693,1.048546,-0.085473,0.102345,16.293931
107021,1,0.030484,0.00192,0.286579,0.091733,0.569239,18.305588
333893,2,0.096807,0.006783,0.725978,0.205583,0.426748,15.710189
285447,1,0.028398,0.003103,0.769997,0.069983,0.334252,18.679391
126457,3,0.099818,0.004737,0.727563,-0.011709,0.209767,18.996628
280938,3,0.094812,0.011317,0.231643,0.100634,0.406847,20.206172
276012,3,0.063168,0.00979,0.236148,0.178921,0.26838,17.080411
379466,10,0.101283,0.013897,1.408635,-0.10558,0.188367,15.834234
120389,2,0.018076,0.008051,0.555695,0.140939,0.203939,19.899674
360063,10,0.132912,0.021334,1.660921,-0.042595,0.121343,16.325809
156513,7,0.133243,0.006654,0.854965,0.144886,0.457224,15.799688
286293,3,0.048812,-8e-06,0.704949,0.192605,0.118892,17.542112
236854,7,0.094983,0.00225,0.779776,0.137974,0.231845,15.85967
374348,4,0.121523,0.01105,0.456727,0.080441,0.170385,16.002774
401858,2,0.096186,0.003269,0.615742,0.211483,0.208232,18.812317
182203,10,0.077694,0.010047,2.384643,-0.032951,0.075184,15.959811
347180,6,0.073313,0.059056,1.485432,0.183351,0.776543,17.427644
126370,4,0.247785,0.053978,0.661184,0.146915,0.183577,19.708582
214604,4,0.189822,0.026351,0.441305,0.052388,0.157293,21.126441
171302,9,0.044762,0.031551,0.671258,0.083648,0.009261,17.054781
202424,5,0.039617,0.01353,0.717939,-0.086026,0.437934,19.564792
196081,7,0.171815,0.026301,0.776485,0.159891,0.435951,18.960328
396797,8,0.12274,0.00106,0.630611,0.156109,0.062597,16.358597
281539,3,0.133515,0.004141,0.44999,0.019583,0.177068,18.554708
149903,4,0.219886,0.001807,0.484398,0.082921,0.338708,17.144865
323318,1,0.039458,0.002222,0.271831,0.094877,0.194145,18.648033
196155,10,0.116358,0.020869,2.434727,0.085425,0.134434,16.611742
133578,4,0.257594,0.047444,0.38906,-0.006123,0.428558,17.519621
184822,5,0.080471,0.002431,1.150349,0.19091,0.19567,18.870914
386136,5,0.067911,0.004702,0.977102,0.133579,0.21644,18.715019
380712,10,0.148582,0.019091,1.424625,0.041925,0.140488,16.631069
387448,4,0.157819,0.020744,0.406982,0.109277,0.379856,19.539016
319545,6,0.049478,0.042191,0.292738,0.342592,0.5892,16.214495
370603,9,0.05304,0.014515,0.572532,0.018691,0.028775,16.379078
179319,2,0.01818,0.000888,0.479721,0.219849,0.264957,18.935732
194199,2,0.021677,0.006494,0.679817,0.222735,0.449862,16.602747
230002,4,0.227077,0.008435,0.668772,-0.053678,0.283491,16.517629
150243,1,0.063587,0.000721,0.724674,0.092261,0.428832,18.180821
356097,3,0.095096,0.008263,0.240031,0.007758,0.426985,18.326038
279126,5,0.056292,0.009275,1.093038,-0.022625,0.585803,17.725529
143705,6,0.104113,0.081596,1.36919,0.481742,0.533681,17.545401
389927,9,0.107316,0.009502,0.403851,0.030124,0.192002,16.973336
153841,3,0.055206,-0.00017,0.108702,0.126705,0.339327,17.985249
232631,3,0.0649,-0.000287,0.285871,0.23284,0.264862,20.029838
328125,8,0.254547,0.021758,0.714909,0.194087,0.060668,12.591638
276350,2,0.096751,0.007974,0.626439,0.130074,0.420352,20.904076
111389,3,0.074926,0.011116,0.837267,0.03849,0.333428,20.523518
358911,10,0.062942,0.017226,2.313887,-0.047114,0.16906,15.777531
365771,5,0.113431,0.010432,1.120606,-0.031367,0.67575,20.342875
336150,6,0.149885,0.081195,0.877854,-0.232785,0.323625,18.360602
106698,9,0.044793,0.00198,0.693291,0.041093,0.008406,18.851245
314311,7,0.143421,0.036261,0.613527,0.163893,0.211813,18.860685
185675,1,0.030982,0.00183,0.296465,0.06825,0.365567,19.080605
275446,5,0.136392,0.00716,0.962503,0.140714,0.365481,21.060877
351954,6,0.13162,0.076206,0.931577,-0.290464,0.311714,16.835562
362246,9,0.113815,0.034082,0.750092,-0.004558,0.239825,16.400651
101530,10,0.137332,0.045056,2.188915,0.012865,0.198452,16.185209
324982,10,0.103544,0.024104,0.866549,-0.043659,0.086741,16.473707
223651,5,0.143413,0.013109,1.017289,0.176082,0.444857,19.452038
280894,4,0.091691,0.006159,0.514703,0.031916,0.196648,19.469042
278526,2,0.07838,0.003122,0.632474,0.050607,0.106186,20.019494
196016,2,0.075616,0.005057,0.462001,0.207602,0.33459,20.933816
198497,7,0.036137,0.039585,0.846117,0.318175,0.046698,19.020238
146769,6,0.106497,0.020315,0.401684,0.433355,0.294206,20.952422
123040,2,0.044409,-0.00151,0.604569,0.080806,0.028364,18.04688
350641,3,0.146181,0.010421,0.093795,0.222805,0.31128,16.765037
260998,1,0.063914,0.001369,0.717667,0.107361,0.741667,18.661193
100473,4,0.036579,0.024658,0.713957,0.069844,0.260179,17.100156
233157,8,0.177677,0.016269,0.752044,0.09505,0.122138,13.945546
340065,10,0.102088,0.036431,0.922339,-0.151561,0.088676,16.712578
372853,8,0.144956,0.029334,0.416959,0.11305,0.20087,15.45826
363567,10,0.131427,0.035086,1.040499,0.132832,0.182438,15.810075
380932,4,0.189309,0.012873,0.405285,0.024541,0.042798,18.131997
232587,7,0.095378,0.040715,0.56013,0.030646,0.255559,18.860246
401802,6,0.06876,0.090466,1.282078,-0.4676,0.562876,15.88723
249611,1,0.087884,0.001755,0.331796,0.074499,0.41095,18.988752
341790,3,0.076275,0.007662,0.128032,0.012709,0.258679,20.593142
270542,9,0.091642,0.031298,0.400418,0.139427,0.174244,15.89153
193364,5,0.012485,0.006256,0.99079,-0.128465,0.479061,18.3853
374626,6,0.078834,0.045834,0.876676,0.209157,0.67849,19.443562
230679,7,0.067323,0.047973,0.819082,0.253812,0.25531,18.095308
330923,7,0.08263,0.033758,0.852987,0.148111,0.404873,18.056413
129891,7,0.089244,0.057182,0.407978,0.320303,0.078631,17.469462
238555,5,0.113284,0.007446,0.999848,-0.132263,0.567377,19.888539
362074,7,0.016239,0.02882,0.693527,0.320893,0.12684,17.061647
402099,1,0.040037,0.002587,0.291152,0.061871,0.523834,18.194616
146780,3,0.159363,0.003669,0.211213,0.189242,0.247456,17.84905
291968,6,0.138252,0.052367,0.390427,0.262104,0.518231,20.225054
345792,8,0.137596,0.002915,0.743002,0.009349,0.083516,15.782868
233016,4,0.124062,0.048661,0.464111,0.146155,0.186792,20.789139
253863,6,0.09038,0.028253,0.929788,0.129338,0.682641,20.441217
326755,4,0.195285,0.062916,0.582684,0.170474,0.276136,19.169094
234877,6,0.153896,0.06643,0.380304,-0.353825,0.386562,18.754367
338555,1,0.058826,0.000648,0.503988,0.069583,0.647479,18.555367
323830,9,0.102394,0.0254,0.367288,-0.006305,0.127492,15.660569
387357,1,0.055571,0.001311,0.403098,0.057189,0.242854,19.050948
209984,3,0.103486,0.009779,0.376932,0.154366,0.419381,18.120377
102801,8,0.098963,0.024549,0.418014,0.113829,0.193002,12.142006
257591,3,0.124012,0.000579,0.132935,0.080248,0.367025,19.292679
163767,7,0.118541,0.018392,0.48139,0.128799,0.25873,16.151485
315009,6,0.136841,0.078302,0.85704,-0.235951,0.578257,19.417797
280614,7,0.103323,0.002491,0.615012,0.302382,0.127978,18.417499
321009,2,0.032707,0.003806,0.711285,0.082067,0.297323,20.026198
224091,3,0.091543,0.003378,0.184105,-0.029226,0.231136,17.691033
208545,5,0.145058,0.011327,0.498976,0.243489,0.430442,16.338638
147843,7,0.051068,0.037028,0.638301,0.09603,0.150358,17.661593
366640,10,0.088726,0.029124,1.867212,-0.10298,0.158493,16.067625
317774,7,0.176614,0.02248,0.790443,0.310369,0.425784,17.372398
259611,9,0.039445,0.01546,0.38994,0.009725,0.183541,17.252404
302128,10,0.072322,0.029408,1.781877,0.022666,0.093132,16.430708
267155,3,0.080885,0.009091,0.392507,0.226669,0.148293,20.174271
251115,9,0.090461,0.036576,0.409611,0.054694,0.187809,17.103068
270698,6,0.039502,0.069685,1.450112,0.235205,0.522826,17.179048
291532,4,0.204191,0.03031,0.451811,0.10165,0.15645,16.901639
192654,6,0.16656,0.046553,0.295246,0.481688,0.556165,20.713583
255726,9,0.113464,0.007303,0.606806,0.098845,0.445396,18.164927
281397,10,0.119829,0.02749,2.11246,-0.166934,0.097953,16.146922
138212,1,0.028484,0.001423,0.630113,0.067142,0.54886,18.000979
269697,4,0.107191,0.070832,0.443326,0.079926,0.032527,18.750884
280054,2,0.070801,0.007642,0.551638,0.095963,0.258555,20.286803
366066,9,0.045558,0.000795,0.411774,-0.021823,0.45228,18.5157
344176,10,0.086517,0.027978,0.632028,-0.043197,0.146064,16.158265
171900,2,0.071224,0.002709,0.583114,0.120381,0.351398,18.437526
258780,2,0.046025,0.001674,0.504676,0.159124,0.097171,16.636649
142189,5,0.1058,0.017491,0.868494,0.108962,0.343379,18.500914
126373,1,0.073412,0.001724,0.762802,0.058741,0.541355,18.62869
284035,1,0.036035,0.002155,0.759529,0.094594,0.328253,19.136769
333030,2,0.078026,0.005471,0.561623,0.091105,0.121344,16.087675
290183,7,0.026081,0.049617,0.710716,0.341243,0.414214,18.455627
235045,9,0.031482,0.024418,0.511578,0.105514,0.504281,16.482516
369053,3,0.048386,0.000706,0.523289,0.166372,0.443033,19.781525
337888,8,0.086002,0.025433,0.404757,-0.07065,0.147474,17.20237
386109,8,0.055359,0.009728,0.778749,0.139266,0.131635,15.687242
299029,10,0.076227,0.040633,2.444504,0.053133,0.038712,16.822359
172881,3,0.039665,0.001351,0.078524,0.007393,0.10584,20.310931
294995,1,0.080422,0.001131,0.72398,0.09149,0.078132,18.826414
195099,6,0.040896,0.088387,1.231702,0.101173,0.346157,18.567899
304702,6,0.022293,0.071036,0.292165,0.067565,0.510368,16.542602
348986,2,0.060442,0.008307,0.699375,0.206234,0.286336,20.537633
359344,4,0.247441,0.023306,0.695903,0.178667,0.34136,18.364531
368977,9,0.022099,0.0327,0.688214,0.032894,0.375103,17.318112
287432,8,0.099519,0.020342,0.622775,0.079553,0.089032,16.872491
215755,5,0.142293,0.0173,0.290701,0.123145,0.098555,17.397173
293281,8,0.105964,0.003924,0.868079,-0.039092,0.160273,11.429981
223623,6,0.074182,0.065221,0.257767,0.154622,0.042767,19.253138
146271,3,0.056911,0.004643,0.742569,-0.02554,0.230723,17.959646
245350,3,0.034119,0.005996,0.850411,0.058242,0.368561,17.399474
213618,8,0.12104,0.006301,0.354847,0.069798,0.082785,11.344747
172200,5,0.040371,0.006465,1.025099,0.132181,0.036022,19.139298
248932,9,0.074474,0.000608,0.810643,0.019056,0.348711,16.043567
238010,8,0.191048,0.005715,0.75542,0.159406,0.172247,11.195053
328222,2,0.064685,0.001137,0.560314,0.199373,0.294611,16.889335
245556,9,0.075986,0.03646,0.743999,0.062649,0.48807,17.291966
360527,2,0.029498,0.006902,0.590665,0.137592,0.204442,18.199925
345750,6,0.014256,0.025256,1.180376,-0.112496,0.205817,20.039255
395668,10,0.085019,0.027035,1.575914,-0.179427,0.021188,16.723463
254674,10,0.078271,0.009525,1.556674,0.079815,0.063119,16.480811
186591,1,0.081399,0.001545,0.255526,0.106064,0.528493,18.459895
227706,4,0.157917,0.05899,0.581409,0.142082,0.237164,17.011944
334872,8,0.173849,0.020161,0.782231,0.082194,0.19882,17.615939
277241,8,0.11631,0.02899,0.888985,-0.092025,0.024723,16.728854
325638,4,0.100449,0.037786,0.740603,0.054858,0.031793,15.476925
346248,3,0.032206,0.004883,0.176435,0.107069,0.227292,16.730995
306035,4,0.169423,0.024964,0.547318,-0.017386,0.322814,18.925779
236967,10,0.158197,0.035958,0.84583,-0.019804,0.055926,16.021977
319475,5,0.049785,0.004914,0.97105,0.059881,0.39864,16.239037
124232,5,0.035119,0.005711,0.242567,-0.0488,0.023371,16.030657
316226,8,0.293247,0.003959,0.465069,0.146572,0.073714,14.919832
290837,4,0.136497,0.039101,0.701093,0.136704,0.399113,16.112568
402149,5,0.123181,0.008925,0.263132,0.021609,0.498023,18.762799
214239,1,0.03532,0.001214,0.760868,0.108052,0.542798,18.489398
376973,6,0.063644,0.077549,0.447171,0.479403,0.170611,18.780426
353554,6,0.019694,0.089189,0.901923,-0.482104,0.786486,17.0651
373797,4,0.197609,0.028663,0.460959,0.084566,0.34544,20.871328
331114,9,0.115988,0.011458,0.433376,0.061874,0.121518,15.659247
180719,9,0.101796,0.004325,0.514228,0.154267,0.109656,19.249192
109571,7,0.104798,0.014939,0.555756,0.123021,0.135825,16.278463
241425,3,0.101011,-7e-05,0.565313,-0.03669,0.332983,17.882224
345970,10,0.160958,0.017389,2.443108,0.119755,0.175951,16.546499
395649,7,0.066675,0.021874,0.369764,0.277953,0.158621,16.149785
218150,2,0.020253,-0.001409,0.712263,0.170991,0.048688,17.967745
141522,10,0.116281,0.034132,1.818817,-0.051639,0.148887,16.205758
164927,1,0.053221,0.001488,0.54791,0.071858,0.212214,18.046512
244925,5,0.161827,0.008068,0.374694,-0.151132,0.631151,19.166238
130298,1,0.027962,0.001014,0.557587,0.07244,0.172686,18.834637
250783,4,0.052932,0.020009,0.724585,0.135923,0.361943,19.299206
374579,8,0.233848,0.022533,0.401769,0.153356,0.06161,18.145911
334435,8,0.22109,0.027735,0.749359,0.132729,0.155195,12.153624
119641,9,0.06688,0.036371,0.373563,0.017122,0.122296,16.035055
394549,10,0.09448,0.018011,1.885617,-0.09154,0.050037,16.9161
388825,7,0.100809,0.029945,0.528362,0.191241,0.314977,16.23619
131097,9,0.081569,0.038245,0.682105,-0.042102,0.460438,16.997481
248763,1,0.056121,0.00312,0.335466,0.053804,0.692307,18.822431
129011,10,0.143199,0.019726,2.237183,-0.140089,0.124914,16.836176
284364,5,0.016542,0.001187,0.622558,-0.027103,0.066408,18.679822
328508,2,0.060188,0.00704,0.681525,0.14374,0.37992,16.143577
111441,5,0.101078,0.006425,0.773406,0.20167,0.535878,17.298042
309712,3,0.049524,0.000394,0.270977,0.126179,0.365178,16.299599
147377,8,0.181526,0.003586,0.64943,0.114381,0.076984,11.467533
176862,4,0.135388,0.025005,0.560846,0.00558,0.571738,20.263182
183012,7,0.075822,0.042495,0.443086,-0.014828,0.4011,17.262074
344946,4,0.124519,0.048615,0.712559,0.147694,0.515833,19.638113
133263,8,0.255982,0.003886,0.574165,-0.04188,0.202583,14.086539
382794,10,0.139363,0.04089,1.491474,0.119346,0.158996,16.14655
222133,5,0.046922,0.015284,0.533987,-0.126854,0.536856,17.35906
329716,1,0.026927,0.002688,0.23239,0.087316,0.122549,18.65757
191060,9,0.023182,7.7e-05,0.690556,0.12474,0.259338,19.243548
378027,1,0.044428,0.000581,0.578016,0.078918,0.512357,18.435873
263659,3,0.119765,0.005126,0.297167,0.005348,0.11114,17.80572
194113,10,0.135615,0.018657,1.614726,-0.008982,0.078017,16.997635
119114,6,0.020259,0.035715,0.916509,0.435963,0.105523,19.949469
388433,10,0.070886,0.035227,1.787417,0.053445,0.120599,16.690425
131967,1,0.081026,0.00189,0.723084,0.081074,0.404503,18.965675
214748,2,0.024586,0.008057,0.545921,0.155509,0.347267,18.194957
235040,10,0.056568,0.019203,1.183324,0.14631,0.139518,16.438737
125029,3,0.083449,0.000414,0.233081,-0.01135,0.227785,16.307826
360857,9,0.048837,0.03507,0.517384,0.15866,0.338772,17.50645
231649,10,0.073819,0.028604,1.538611,0.069625,0.095197,15.971005
392879,7,0.136176,0.023797,0.663013,0.109305,0.370037,17.80974
124776,4,0.179631,0.06809,0.45218,0.053781,0.577516,17.132617
322293,3,0.137926,0.010458,0.776686,0.209965,0.218483,19.729264
323532,7,0.074279,0.025931,0.856932,0.35336,0.029178,16.271448
281680,6,0.032176,0.056428,0.397765,-0.18524,0.281055,20.35785
184948,1,0.066993,0.0014,0.617864,0.074442,0.297748,18.483681
357087,5,0.125585,0.005609,0.380064,0.227397,0.216305,20.6642
393238,2,0.089233,0.00092,0.461707,0.218292,0.025356,19.039187
203099,5,0.009376,0.013351,0.873603,-0.087584,0.691525,16.39636
230531,8,0.270704,0.014103,0.591891,-0.070782,0.184754,18.064973
375105,10,0.152905,0.037326,1.537484,0.120986,0.14754,16.959226
390669,9,0.032132,0.02522,0.709555,0.089434,0.136307,18.128775
305189,6,0.092144,0.01342,0.715787,0.385264,0.487854,20.174099
215105,9,0.094331,0.032872,0.829382,0.229476,0.250548,18.37023
386885,3,0.070519,0.009193,0.252858,0.007274,0.300518,16.455424
311423,1,0.086798,0.001816,0.562726,0.069973,0.569191,19.044199
215500,2,0.063255,0.006103,0.535553,0.196525,0.432892,17.747289
225103,1,0.048326,0.001958,0.719064,0.096891,0.58907,18.72854
359324,7,0.125835,0.002091,0.67397,0.346969,0.228841,16.602439
231232,3,0.080309,0.001692,0.239818,-0.025343,0.482298,16.709192
138891,6,0.106871,0.02738,0.526199,0.400195,0.03376,17.169947
352244,7,0.024878,0.017218,0.490017,0.270333,0.06323,19.207261
213268,8,0.243872,0.008999,0.77986,0.013814,0.082068,13.82269
124007,2,0.054969,0.002257,0.508191,0.16585,0.07119,19.059932
